代碼,學校名稱,公/私立,縣市名稱,地址,電話,網址
064503,市立豐南國中,公立,[06]臺中市,[420]臺中市豐原區豐南街151號,(04)25280185,http://www.fnjh.tc.edu.tw
064504,市立潭子國中,公立,[06]臺中市,[427]臺中市潭子區潭興路二段419巷1號,(04)25376192,http://www.ttjhs.tc.edu.tw
064505,市立大雅國中,公立,[06]臺中市,[428]臺中市大雅區學府路280號,(04)25672171,http://www.tyjh.tc.edu.tw
064506,市立神岡國中,公立,[06]臺中市,[429]臺中市神岡區社南里中山路627號,(04)25623421,http://www.skjhs.tc.edu.tw
064507,市立后里國中,公立,[06]臺中市,[421]臺中市后里區眉山里第三鄰中眉路169號,(04)25562409,http://www.hljh.tc.edu.tw
064509,市立外埔國中,公立,[06]臺中市,[438]臺中市外埔區大同里外埔路999號,(04)26833721,http://www.wpjh.tc.edu.tw
064510,市立大甲國中,公立,[06]臺中市,[437]臺中市大甲區育英路186號,(04)26872564,http://www.tjjh.tc.edu.tw
064511,市立日南國中,公立,[06]臺中市,[437]臺中市大甲區中山路二段69之11號,(04)26813721,http://www.jnjh.tc.edu.tw
064512,市立大安國中,公立,[06]臺中市,[439]臺中市大安區松雅里大安港路691號,(04)26872571,http://www.tajh.tc.edu.tw
064513,市立清水國中,公立,[06]臺中市,[436]臺中市清水區鰲峰路250號,(04)26262042,http://www.csjh.tc.edu.tw
064514,市立清泉國中,公立,[06]臺中市,[436]臺中市清水區菁埔里臨海路27之2號,(04)26113134,http://www.ccjh.tc.edu.tw
064515,市立沙鹿國中,公立,[06]臺中市,[433]臺中市沙鹿區中正街1號,(04)26622163,http://www.sljh.tc.edu.tw
064516,市立梧棲國中,公立,[06]臺中市,[435]臺中市梧棲區文化里民生街12號,(04)26562850,http://www.wcjs.tc.edu.tw
064517,市立龍井國中,公立,[06]臺中市,[434]臺中市龍井區觀光路9號,(04)26353344,http://www.lcjh.tc.edu.tw
064518,市立四箴國中,公立,[06]臺中市,[434]臺中市龍井區新庄里中沙路2號,(04)26314606,http://www.scjh.tc.edu.tw
064519,市立大道國中,公立,[06]臺中市,[432]臺中市大肚區仁德路60號,(04)26992028,http://www.ddjhs.tc.edu.tw/indexnew.htm
064520,市立烏日國中,公立,[06]臺中市,[414]臺中市烏日區新興路457號,(04)23381009,http://www.wjjh.tc.edu.tw
064521,市立溪南國中,公立,[06]臺中市,[414]臺中市烏日區溪南路一段731號,(04)23353959,http://www.snjh.tc.edu.tw
064522,市立霧峰國中,公立,[06]臺中市,[413]臺中市霧峰區國中路110號,(04)23393175,http://www.wfjh.tc.edu.tw
064523,市立光復國中(小),公立,[06]臺中市,[413]臺中市霧峰區南柳里柳豐路535號,(04)23393141,http://www.kfjh.tc.edu.tw
064525,市立太平國中,公立,[06]臺中市,[411]臺中市太平區中山路二段116號,(04)23922540,http://www.tpjh.tc.edu.tw
064526,市立中平國中,公立,[06]臺中市,[411]臺中市太平區中平里太平路300號,(04)22767416,http://www.cpjh.tc.edu.tw
064527,市立石岡國中,公立,[06]臺中市,[422]臺中市石岡區梅子里豐勢路國中巷1號,(04)25814191,http://www.sgjhs.tc.edu.tw/xoops/index.php
064529,市立東勢國中,公立,[06]臺中市,[423]臺中市東勢區東崎路五段415號,(04)25873843,http://www.tsjs.tc.edu.tw/
064530,市立東華國中,公立,[06]臺中市,[423]臺中市東勢區東關路五段500號,(04)25853219,http://www.thjh.tc.edu.tw
064531,市立東新國中,公立,[06]臺中市,[423]臺中市東勢區東新里5鄰東環街123號,(04)25872684,http://www.tsihs.tc.edu.tw
064532,市立成功國中,公立,[06]臺中市,[412]臺中市大里區至善路157號,(04)24927226,http://www.ckjh.tc.edu.tw
064533,市立和平國中,公立,[06]臺中市,[424]臺中市和平區東關路三段崑崙巷62號,(04)25941512,http://www.hpjh.tc.edu.tw
064534,市立北勢國中,公立,[06]臺中市,[433]臺中市沙鹿區英才路150號,(04)26322236,http://www.bsjh.tc.edu.tw
064535,市立鹿寮國中,公立,[06]臺中市,[433]臺中市沙鹿區光華路385號,(04)26622207,http://www.lljh.tc.edu.tw
064537,市立光榮國中,公立,[06]臺中市,[412]臺中市大里區東榮路280號,(04)24831428,http://www.krjh.tc.edu.tw
064538,市立潭秀國中,公立,[06]臺中市,[427]臺中市潭子區雅潭路一段175號,(04)25343542,http://www.tsjhs.tc.edu.tw/
064539,市立順天國中,公立,[06]臺中市,[437]臺中市大甲區大安港路67號,(04)26864263,http://www.stjh.tc.edu.tw
064540,市立清海國中,公立,[06]臺中市,[436]臺中市清水區中央路51之60號,(04)26271902,http://www.chjh.tc.edu.tw
064541,市立大華國中,公立,[06]臺中市,[428]臺中市大雅區雅環路一段2號,(04)25688251,http://www.dhjh.tc.edu.tw
064543,市立新光國中,公立,[06]臺中市,[411]臺中市太平區樹德九街 139 號,(04)23957597,http://www.skjh.tc.edu.tw
064544,市立光正國中,公立,[06]臺中市,[412]臺中市大里區鳳凰路68號,(04)24911599,http://www.gjjh.tc.edu.tw
064545,市立豐陽國中,公立,[06]臺中市,[420]臺中市豐原區朝陽路33號,(04)25203470,https://sites.google.com/a/fyjhs.tc.edu.tw/fengyang/
064546,市立光德國中,公立,[06]臺中市,[414]臺中市烏日區信義街99號,(04)23389802,http://www.gdjh.tc.edu.tw
064547,市立立新國中,公立,[06]臺中市,[412]臺中市大里區甲堤路236號,(04)22732299,http://www.lsjh.tc.edu.tw
064548,市立爽文國中,公立,[06]臺中市,[412]臺中市大里區永隆三街1號,(04)24067545,http://www.swjh.tc.edu.tw
064549,市立公明國中,公立,[06]臺中市,[433]臺中市沙鹿區公明里中清路六段567號,(04)26154262,http://www.gmjh.tc.edu.tw/
064551,市立神圳國中,公立,[06]臺中市,[429]臺中市神岡區神清路61號,(04)25624669,http://www.szjh.tc.edu.tw
064552,市立梨山國中(小),公立,[06]臺中市,[424]臺中市和平區梨山里福壽路10號,(04)25981510,http://www.lses.tc.edu.tw
191503,私立麗喆國中(小),私立,[19]臺中市,[407]臺中市西屯區國安二路242巷199號,(04)24613099,http://www.litze.tc.edu.tw/
193501,市立居仁國中,公立,[19]臺中市,[403]臺中市西區自由路一段97號,(04)22223620,http://www.cjjh.tc.edu.tw
193502,市立雙十國中,公立,[19]臺中市,[404]臺中市北區力行路258號,(04)22334445,http://www.ssjh.tc.edu.tw
193504,市立崇倫國中,公立,[19]臺中市,[402]臺中市南區忠明南路653號,(04)23712324,http://www.cljh.tc.edu.tw
193505,市立大德國中,公立,[19]臺中市,[406]臺中市北屯區雷中街2之23號,(04)22916984,http://www.ttjh.tc.edu.tw
193506,市立北新國中,公立,[19]臺中市,[406]臺中市北屯區柳楊東街180號,(04)22449374,http://www.phjh.tc.edu.tw
193507,市立東峰國中,公立,[19]臺中市,[401]臺中市東區仁和路330號,(04)22825133,http://www.tfjh.tc.edu.tw
193508,市立黎明國中,公立,[19]臺中市,[408]臺中市南屯區三義里一鄰干城街88號,(04)22510983,http://www.lmjh.tc.edu.tw
193509,市立光明國中,公立,[19]臺中市,[403]臺中市西區自由路一段75號,(04)23756287,http://www.kmjh.tc.edu.tw/
193510,市立向上國中,公立,[19]臺中市,[403]臺中市西區美村路一段389號,(04)23726085,http://www.hsjh.tc.edu.tw
193511,市立育英國中,公立,[19]臺中市,[401]臺中市東區育英路30號,(04)22115313,http://www.yejh.tc.edu.tw
193512,市立四育國中,公立,[19]臺中市,[402]臺中市南區復興路二段152號,(04)22633229,http://www.syjhs.tc.edu.tw
193514,市立五權國中,公立,[19]臺中市,[404]臺中市北區英才路1號,(04)22012180,http://www.wcjh.tc.edu.tw
193516,市立中山國中,公立,[19]臺中市,[407]臺中市西屯區寧夏路179號,(04)23132003,http://www.csjhs.tc.edu.tw
193517,市立崇德國中,公立,[19]臺中市,[406]臺中市北屯區崇德路二段227號,(04)22454081,http://www.ctjh.tc.edu.tw
193518,市立立人國中,公立,[19]臺中市,[404]臺中市北區北平路一段62號,(04)22963999,http://www.ljjh.tc.edu.tw
193519,市立漢口國中,公立,[19]臺中市,[407]臺中市西屯區漢口路一段54之1號,(04)23130511,http://www.hkjh.tc.edu.tw
193520,市立安和國中,公立,[19]臺中市,[407]臺中市西屯區天助街1號,(04)23589779,http://www.ahjh.tc.edu.tw
193521,市立至善國中,公立,[19]臺中市,[407]臺中市西屯區青海路二段308號,(04)27057587,http://www.csjh.tc.edu.tw
193522,市立萬和國中,公立,[19]臺中市,[408]臺中市南屯區永春東路885號,(04)23817264,http://www.whjh.tc.edu.tw
193523,市立大業國中,公立,[19]臺中市,[408]臺中市南屯區大業路100號,(04)23279458,http://www.dyjh.tc.edu.tw
193524,市立三光國中,公立,[19]臺中市,[406]臺中市北屯區三光一街77號,(04)22313699,http://www.sgjh.tc.edu.tw
193525,市立四張犁國中,公立,[19]臺中市,[406]臺中市北屯區同榮里后庄路699號,(04)24210380,http://www.scljh.tc.edu.tw
193526,市立福科國中,公立,[19]臺中市,[407]臺中市西屯區福林路333號,(04)24618112,http://www.fcjh.tc.edu.tw
193527,市立大墩國中,公立,[19]臺中市,[408]臺中市南屯區惠中路三段98號,(04)23826178#712,http://www.ddjh.tc.edu.tw
111502,私立昭明國中(代用),私立,[11]臺南市,[724]臺南市七股區大埕里315號,(06)7872053,http://jmjh.tn.edu.tw/
114501,市立仁德國中,公立,[11]臺南市,[717]臺南市仁德區民安路一段363號,(06)2682724,http://s2.rdjh.tn.edu.tw/xoops/index.php
114502,市立仁德文賢國中,公立,[11]臺南市,[717]臺南市仁德區保安里中正路一段185號,(06)2662392,https://www.wsjh.tn.edu.tw
114503,市立歸仁國中,公立,[11]臺南市,[711]臺南市歸仁區文化里文化街二段2號,(06)2301873,http://www.grjh.tn.edu.tw/index.php
114504,市立關廟國中,公立,[11]臺南市,[718]臺南市關廟區中山路二段172號,(06)5951181,http://gmjh.tn.edu.tw
114505,市立永康國中,公立,[11]臺南市,[710]臺南市永康區中山路43號,(06)2015247,http://www.ykjh.tn.edu.tw
114508,市立龍崎國中,公立,[11]臺南市,[719]臺南市龍崎區新市子258號,(06)5941475,http://www.lcjh.tn.edu.tw/
114509,市立新化國中,公立,[11]臺南市,[712]臺南市新化區中興路722號,(06)5902269,http://xoops2.shjhs.tn.edu.tw/
114510,市立善化國中,公立,[11]臺南市,[741]臺南市善化區溪美里656號,(06)5817043,http://www.shjh.tn.edu.tw/
114511,市立玉井國中,公立,[11]臺南市,[714]臺南市玉井區大成路152號,(06)5742214,http://www.yjjh.tn.edu.tw
114512,市立山上國中,公立,[11]臺南市,[743]臺南市山上區山上里130號,(06)7021578,http://www.ssjh.tn.edu.tw/
114513,市立安定國中,公立,[11]臺南市,[745]臺南市安定區安加里262之1號,(06)5922003,http://www.adjh.tn.edu.tw
114514,市立楠西國中,公立,[11]臺南市,[715]臺南市楠西區中興路107號,(06)5751712,http://www.nsjhs.tn.edu.tw/
114515,市立新市國中,公立,[11]臺南市,[744]臺南市新市區民族路76號,(06)5991420,http://www.ssjhs.tn.edu.tw/
114516,市立南化國中,公立,[11]臺南市,[716]臺南市南化區南化里227號,(06)5771105,http://www.nhjh.tn.edu.tw
114517,市立左鎮國中,公立,[11]臺南市,[713]臺南市左鎮區中正里170號,(06)5731015,http://www.tjjh.tn.edu.tw
114518,市立麻豆國中,公立,[11]臺南市,[721]臺南市麻豆區南勢里36號,(06)5722128,http://www.mdjh.tn.edu.tw
114519,市立下營國中,公立,[11]臺南市,[735]臺南市下營區中山路一段412號,(06)6891105,http://163.26.159.6/wordpress/
114520,市立六甲國中,公立,[11]臺南市,[734]臺南市六甲區民權街43號,(06)6982040,http://www.ljjh.tn.edu.tw
114521,市立官田國中,公立,[11]臺南市,[720]臺南市官田區隆田里三民路29號,(06)5791371,http://www.gtjh.tn.edu.tw
114522,市立大內國中,公立,[11]臺南市,[742]臺南市大內區內江里319之1號,(06)5761010,http://www.dnjh.tn.edu.tw
114523,市立佳里國中,公立,[11]臺南市,[722]臺南市佳里區安南路523號,(06)7222244,http://web.jljh.tn.edu.tw/wwwxoops2/
114524,市立佳興國中,公立,[11]臺南市,[722]臺南市佳里區民安里新宅34之1號,(06)7260291,http://www.jsjh.tn.edu.tw
114525,市立學甲國中,公立,[11]臺南市,[726]臺南市學甲區華宗路540號,(06)7832128,http://www.sjjh.tn.edu.tw
114526,市立西港國中,公立,[11]臺南市,[723]臺南市西港區文化路41號,(06)7952071　 ,http://www.sgjh.tn.edu.tw
114527,市立將軍國中,公立,[11]臺南市,[725]臺南市將軍區忠嘉里昌平1之1號,(06)7942042,http://www.jjjh.tn.edu.tw
114528,市立後港國中,公立,[11]臺南市,[724]臺南市七股區大潭里頂潭93號,(06)7941357,http://www.hgjh.tn.edu.tw
114529,市立竹橋國中,公立,[11]臺南市,[724]臺南市七股區義合里74之2號,(06)7891733,http://www.jcjhs.tn.edu.tw
114530,市立北門國中,公立,[11]臺南市,[727]臺南市北門區永華里1之1號,(06)7862014,http://www.bmjh.tn.edu.tw
114531,市立南新國中,公立,[11]臺南市,[730]臺南市新營區民治路65號,(06)6563129,http://www.nsjh.tn.edu.tw/
114532,市立太子國中,公立,[11]臺南市,[730]臺南市新營區太北里140之21號,(06)6524762,http://www.ttjh.tn.edu.tw
114533,市立新東國中,公立,[11]臺南市,[730]臺南市新營區民治東路30號,(06)6322954,http://www.sdjh.tn.edu.tw
114534,市立鹽水國中,公立,[11]臺南市,[737]臺南市鹽水區三福路63號,(06)6521146,http://www.ysjh.tn.edu.tw
114535,市立白河國中,公立,[11]臺南市,[732]臺南市白河區昇安里三間厝220號,(06)6852067,http://www.bhjh.tn.edu.tw
114536,市立柳營國中,公立,[11]臺南市,[736]臺南市柳營區東昇里中山東路二段956號,(06)6223209,http://www.lyjh.tn.edu.tw
114537,市立東山國中,公立,[11]臺南市,[733]臺南市東山區東中里青葉路一段132號,(06)6802175,http://www.dsjh.tn.edu.tw
114538,市立東原國中,公立,[11]臺南市,[733]臺南市東山區東原里瓦厝70號,(06)6861009,http://www.dyjh.tn.edu.tw
114539,市立後壁國中,公立,[11]臺南市,[731]臺南市後壁區嘉苳里124之20號,(06)6871974,http://www.hbjh.tn.edu.tw
114540,市立菁寮國中,公立,[11]臺南市,[731]臺南市後壁區長短樹里8鄰長短樹8之3號,(06)6621974,http://www.jljhs.tn.edu.tw/
114543,市立大橋國中,公立,[11]臺南市,[710]臺南市永康區東橋十街1號,(06)3021793,http://www.dcjh.tn.edu.tw
114544,市立沙崙國中,公立,[11]臺南市,[711]臺南市歸仁區武東里歸仁六路2號,(06)3032062,http://sljh.tn.edu.tw
213501,市立後甲國中,公立,[21]臺南市,[701]臺南市東區林森路二段260號,(06)2388118,http://www.hcjh.tn.edu.tw
213502,市立忠孝國中,公立,[21]臺南市,[701]臺南市東區崇善路151號,(06)2670495,http://www.chjh.tn.edu.tw
213504,市立大成國中,公立,[21]臺南市,[702]臺南市南區西門路一段306號,(06)2630011,http://www.tcjhs.tn.edu.tw
213505,市立金城國中,公立,[21]臺南市,[708]臺南市安平區怡平路8號,(06)2975816,http://www.jcjh.tn.edu.tw
213506,市立民德國中,公立,[21]臺南市,[704]臺南市北區西門路三段223號,(06)2223014,http://www.mtjh.tn.edu.tw
213507,市立成功國中,公立,[21]臺南市,[704]臺南市北區和緯路一段2號,(06)2517906,http://www.ckjh.tn.edu.tw
213508,市立延平國中,公立,[21]臺南市,[704]臺南市北區公園路750號,(06)2514720,http://www.ypjh.tn.edu.tw
213509,市立建興國中,公立,[21]臺南市,[700]臺南市中西區府前路一段239號,(06)2139601,http://www.csjh.tn.edu.tw/
213510,市立中山國中,公立,[21]臺南市,[700]臺南市中西區南寧街45號,(06)2134792,http://www.csjhs.tn.edu.tw
213511,市立安平國中,公立,[21]臺南市,[708]臺南市安平區慶平路687號,(06)2990461,http://www.apjh.tn.edu.tw
213512,市立安南國中,公立,[21]臺南市,[709]臺南市安南區安中路三段252號,(06)2567384,http://www.anjh.tn.edu.tw
213513,市立安順國中,公立,[21]臺南市,[709]臺南市安南區安和路三段227號,(06)3559652,http://www.asjh.tn.edu.tw
213514,市立復興國中,公立,[21]臺南市,[701]臺南市東區裕文路62號,(06)3310688,http://www.fhjh.tn.edu.tw
213515,市立新興國中,公立,[21]臺南市,[702]臺南市南區新孝路87號,(06)2633171,http://www.hhjh.tn.edu.tw
213517,市立文賢國中,公立,[21]臺南市,[704]臺南市北區文賢一路2號,(06)2587571,http://www.whjh.tn.edu.tw
213518,市立崇明國中,公立,[21]臺南市,[701]臺南市東區崇明路700號,(06)2907261,http://www.cmjh.tn.edu.tw
213519,市立和順國中,公立,[21]臺南市,[709]臺南市安南區安和路五段84巷66號,(06)3551440,http://www.hsjh.tn.edu.tw
213520,市立海佃國中,公立,[21]臺南市,[709]臺南市安南區安富街166號,(06)3507486,http://www.hdjh.tn.edu.tw
121502,私立光禾華德福實驗學校(國中),私立,[12]高雄市,[831]高雄市大寮區至學路288號,(07)7885128,http://waldorf-tw-kh.weebly.com/
123501,市立巴楠花部落國中(小),公立,[12]高雄市,[846]高雄市杉林區大愛里和氣街15號,(07)6776031,http://www.mzu.ks.edu.tw
124501,市立鳳山國中,公立,[12]高雄市,[830]高雄市鳳山區中山東路227號,(07)7462774,http://www.fsm.ks.edu.tw
124503,市立鳳西國中,公立,[12]高雄市,[830]高雄市鳳山區興中里光華路69號,(07)7463452,http://www.fxm.ks.edu.tw
124504,市立五甲國中,公立,[12]高雄市,[830]高雄市鳳山區龍成路111號,(07)8215239,http://www.wzm.ks.edu.tw
124505,市立鳳甲國中,公立,[12]高雄市,[830]高雄市鳳山區輜汽路300號,(07)7675300,http://www.fjm.ks.edu.tw
124506,市立忠孝國中,公立,[12]高雄市,[830]高雄市鳳山區國泰路二段81號,(07)7635252,http://www.zxm.ks.edu.tw
124507,市立大寮國中,公立,[12]高雄市,[831]高雄市大寮區永芳里進學路150號,(07)7818038,http://www.dlm.ks.edu.tw
124508,市立潮寮國中,公立,[12]高雄市,[831]高雄市大寮區潮寮里潮寮路51之9號,(07)7879544#10,http://www.tlm.ks.edu.tw
124509,市立大樹國中,公立,[12]高雄市,[840]高雄市大樹區九曲里九曲路500號,(07)6512026,http://www.dsm.ks.edu.tw
124510,市立溪埔國中,公立,[12]高雄市,[840]高雄市大樹區溪埔路1號,(07)6561335,http://www.xpm.ks.edu.tw
124512,市立鳥松國中,公立,[12]高雄市,[833]高雄市鳥松區松埔北巷5之1號,(07)7323977,http://www.nsm.ks.edu.tw
124514,市立大社國中,公立,[12]高雄市,[815]高雄市大社區神農里翠屏路100號,(07)3530100,http://www.dam.ks.edu.tw
124515,市立岡山國中,公立,[12]高雄市,[820]高雄市岡山區岡燕路238號,(07)6212219,http://www.gsm.ks.edu.tw
124516,市立前峰國中,公立,[12]高雄市,[820]高雄市岡山區樹人路1號,(07)6266171,http://www.qfm.ks.edu.tw
124517,市立永安國中,公立,[12]高雄市,[828]高雄市永安區保興一路3號,(07)6912064,http://www.yam.ks.edu.tw
124518,市立橋頭國中,公立,[12]高雄市,[825]高雄市橋頭區新興路70號,(07)6113559,http://www.qtm.ks.edu.tw
124519,市立梓官國中,公立,[12]高雄市,[826]高雄市梓官區中學路71號,(07)6172854,http://www.zgm.ks.edu.tw
124520,市立燕巢國中,公立,[12]高雄市,[824]高雄市燕巢區中興路267號,(07)6161267,http://www.ycm.ks.edu.tw
124521,市立阿蓮國中,公立,[12]高雄市,[822]高雄市阿蓮區民生路178號,(07)6312045,http://www.alm.ks.edu.tw
124523,市立湖內國中,公立,[12]高雄市,[829]高雄市湖內區公舘里中山路二段63號,(07)6993008,http://www.hn.ks.edu.tw
124524,市立茄萣國中,公立,[12]高雄市,[852]高雄市茄萣區白雲里濱海路四段29號,(07)6900054,http://www.qdm.ks.edu.tw
124525,市立田寮國中,公立,[12]高雄市,[823]高雄市田寮區南安里崗安路48號,(07)6361687,http://www.tia.ks.edu.tw
124526,市立彌陀國中,公立,[12]高雄市,[827]高雄市彌陀區海尾里進學路136號,(07)6178424,http://www.mtm.ks.edu.tw
124527,市立旗山國中,公立,[12]高雄市,[842]高雄市旗山區大德里中學路42號,(07)6612103,http://www.csj.ks.edu.tw
124528,市立圓富國中,公立,[12]高雄市,[842]高雄市旗山區圓富里旗甲路2段609號,(07)6691004,http://www.yfm.ks.edu.tw
124529,市立大洲國中,公立,[12]高雄市,[842]高雄市旗山區新光里新南巷5號,(07)6661378,http://www.dz.ks.edu.tw
124530,市立美濃國中,公立,[12]高雄市,[843]高雄市美濃區合和里中正路一段191號,(07)6816166,http://www.mnm.ks.edu.tw
124531,市立南隆國中,公立,[12]高雄市,[843]高雄市美濃區南中街3號,(07)6831154,http://www.nl.ks.edu.tw
124532,市立龍肚國中,公立,[12]高雄市,[843]高雄市美濃區龍山里中華路68號,(07)6851314,http://www.ldm.ks.edu.tw
124534,市立寶來國中,公立,[12]高雄市,[844]高雄市六龜區寶來里中正路137號,(07)6881258,http://www.blm.ks.edu.tw
124535,市立杉林國中,公立,[12]高雄市,[846]高雄市杉林區月眉里清水路6號,(07)6771108,http://www.slm.ks.edu.tw
124536,市立內門國中,公立,[12]高雄市,[845]高雄市內門區中正路160巷30號,(07)6671002,http://www.nmm.ks.edu.tw
124537,市立甲仙國中,公立,[12]高雄市,[847]高雄市甲仙區東安里文化南路6號,(07)6751018,http://www.jxm.ks.edu.tw
124538,市立中芸國中,公立,[12]高雄市,[832]高雄市林園區中芸里中芸路3之100號,(07)6425223,http://www.zym.ks.edu.tw
124539,市立中庄國中,公立,[12]高雄市,[831]高雄市大寮區中庄里光明路三段1437號,(07)7033166,http://www.zzm.ks.edu.tw
124541,市立蚵寮國中,公立,[12]高雄市,[826]高雄市梓官區智蚵里中正二街60號,(07)6175389,http://www.klm.ks.edu.tw
124542,市立那瑪夏國中,公立,[12]高雄市,[849]高雄市那瑪夏區瑪雅里平和巷171號,(07)6701813,http://www.sm.ks.edu.tw
124543,市立青年國中,公立,[12]高雄市,[830]高雄市鳳山區青年路二段89號,(07)7190419,http://www.qnm.ks.edu.tw
124544,市立一甲國中,公立,[12]高雄市,[821]高雄市路竹區一甲路111號,(07)6977479,http://www.yjm.ks.edu.tw
124545,市立大灣國中,公立,[12]高雄市,[814]高雄市仁武區大灣里仁雄路99號,(07)3711715,http://www.dwm.ks.edu.tw/school/web/index.php
124546,市立嘉興國中,公立,[12]高雄市,[820]高雄市岡山區嘉興里信中街486號,(07)6221039,http://www.jsm.ks.edu.tw
124547,市立茂林國中,公立,[12]高雄市,[851]高雄市茂林區茂林里4之5號,(07)6801153,http://www.ml.ks.edu.tw
124548,市立桃源國中,公立,[12]高雄市,[848]高雄市桃源區勤和里南橫公路三段201號,(07)6861133,http://www.ty.ks.edu.tw
124549,市立中崙國中,公立,[12]高雄市,[830]高雄市鳳山區中崙二路487號,(07)7538686,http://www.zlm.ks.edu.tw
124550,市立鳳翔國中,公立,[12]高雄市,[830]高雄市鳳山區保義街100號,(07)7929337,http://www.flyjh.kh.edu.tw/
513501,市立鹽埕國中,公立,[51]高雄市,[803]高雄市鹽埕區新樂街46號,(07)5211283,http://www.yacjh.kh.edu.tw
523502,市立壽山國中,公立,[52]高雄市,[804]高雄市鼓山區鼓山二路37巷108號,(07)5519150,http://www.ssjh.kh.edu.tw
523503,市立明華國中,公立,[52]高雄市,[804]高雄市鼓山區明誠三路582號,(07)5502002,http://www.mhjh.kh.edu.tw
523504,市立七賢國中,公立,[52]高雄市,[804]高雄市鼓山區美術東三路110號,(07)2810946,http://www.chihjh.kh.edu.tw
533501,市立左營國中,公立,[53]高雄市,[813]高雄市左營區曾子路281號,(07)3433080,http://www.tyjh.kh.edu.tw
533502,市立大義國中,公立,[53]高雄市,[813]高雄市左營區翠華路687號,(07)5820191,http://www.dyjh.kh.edu.tw
533503,市立立德國中,公立,[53]高雄市,[813]高雄市左營區實踐路101號,(07)5811985,http://www.ltjh.kh.edu.tw
533504,市立龍華國中,公立,[53]高雄市,[813]高雄市左營區自由二路2號,(07)5570720,http://www.lhjh.kh.edu.tw
533505,市立福山國中,公立,[53]高雄市,[813]高雄市左營區重信路215號,(07)3501581,http://www.fsjh.kh.edu.tw
533506,市立文府國中,公立,[53]高雄市,[813]高雄市左營區福山里文府路401號,(07)3495569,http://www.zywfjh.kh.edu.tw/
543501,市立楠梓國中,公立,[54]高雄市,[811]高雄市楠梓區楠梓路336號,(07)3517191,http://www.ntjh.kh.edu.tw
543502,市立右昌國中,公立,[54]高雄市,[811]高雄市楠梓區興昌里盛昌街161號,(07)3640451,http://www.yocjh.kh.edu.tw
543503,市立後勁國中,公立,[54]高雄市,[811]高雄市楠梓區加昌路180號,(07)3654111,http://www.hpjh.kh.edu.tw
